Geography,Geographic Area Name,Total Population,Population (Male),Population (Female),Population (Under 5 years old),Population (5-9 years old),Population (10-14 years old),Population (15-19 years old),Population (20-24 years old),Population (25-34 years old),Population (35-44 years old),Population (45-54 years old),Population (55-59 years old),Population (60-64 years old),Population (65-74 years old),Population (75-84 years old),Population (85+ years old),Race (One Race),Race (Two or More Races),Race (one: white),Race (one: black or African American),Race (one: native American),Race (one: black or Asian),Race (one: Pacific Islander),Race (one: Other),Race (two+: white and black or African American),Race (two+: white and Native American),Race (two+: white and Asian),Race (two+: black and Native American,Race (Hispanic or Latino),Race (Not Hispanic or Latino)
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",4126,2062,2064,116,282,258,195,225,570,492,554,240,401,348,266,179,3498,628,2067,112,63,507,12,737,27,32,39,0,2086,2040
1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",3846,1848,1998,125,120,300,204,257,588,344,635,296,252,368,267,90,3586,260,2408,4,0,498,0,676,0,14,138,0,1653,2193
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",4685,2261,2424,277,297,240,260,310,650,629,746,185,355,253,366,117,4448,237,2937,1,43,194,11,1262,0,0,0,0,2673,2012
1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",5497,2732,2765,316,342,405,395,458,622,804,747,322,300,434,227,125,5121,376,3191,121,21,379,11,1398,0,42,112,0,2959,2538
1400000US06037503704,"Census Tract 5037.04, Los Angeles County, California",4587,2224,2363,151,221,100,195,105,240,481,409,354,394,1163,515,259,4372,215,1362,33,0,2753,0,224,0,0,69,0,742,3845
1400000US06037503705,"Census Tract 5037.05, Los Angeles County, California",2975,1391,1584,157,89,201,77,157,291,260,388,323,254,475,247,56,2865,110,1594,0,2,975,0,294,0,0,0,0,537,2438
1400000US06037503801,"Census Tract 5038.01, Los Angeles County, California",3539,1657,1882,109,157,156,246,448,353,497,548,143,201,381,188,112,3174,365,1857,0,90,592,0,635,52,24,54,0,1426,2113
1400000US06037503802,"Census Tract 5038.02, Los Angeles County, California",5136,2510,2626,261,221,219,359,404,719,695,649,376,533,444,155,101,4535,601,2139,59,44,1418,0,875,0,0,124,5,2002,3134
1400000US06037503901,"Census Tract 5039.01, Los Angeles County, California",2387,1284,1103,150,170,99,81,199,387,231,313,242,92,270,100,53,2241,146,1179,6,3,400,0,653,0,45,44,0,1137,1250
1400000US06037503902,"Census Tract 5039.02, Los Angeles County, California",5459,2864,2595,320,261,423,533,381,410,846,754,414,253,466,297,101,5049,410,3619,19,9,645,13,744,0,11,124,5,2703,2756
1400000US06037504001,"Census Tract 5040.01, Los Angeles County, California",5901,2753,3148,191,257,174,1358,1254,310,403,429,242,492,413,170,208,5413,488,3551,124,0,928,3,807,81,32,122,0,2279,3622
1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",5578,3003,2575,123,303,502,595,726,574,487,856,455,348,377,168,64,5042,536,3038,173,42,611,0,1178,0,12,33,0,2684,2894
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",4726,2064,2662,167,281,336,192,323,652,691,600,226,278,517,266,197,4458,268,1621,94,73,819,0,1851,15,29,40,0,3031,1695
1400000US06037504200,"Census Tract 5042, Los Angeles County, California",7291,3399,3892,525,404,445,604,387,1209,936,963,255,331,674,411,147,6834,457,2336,324,70,939,9,3156,16,34,18,0,5233,2058
1400000US06037530005,"Census Tract 5300.05, Los Angeles County, California",3649,1825,1824,207,93,183,145,206,173,408,440,266,233,577,489,229,3561,88,942,17,3,2130,0,469,0,0,23,0,1288,2361
1400000US06037530006,"Census Tract 5300.06, Los Angeles County, California",4767,2363,2404,287,270,294,196,361,997,851,371,312,264,344,102,118,4558,209,2128,0,8,1292,14,1116,9,0,25,0,2689,2078
1400000US06037530007,"Census Tract 5300.07, Los Angeles County, California",6406,3160,3246,368,300,420,257,427,1097,858,582,403,316,608,498,272,6032,374,3377,97,0,1082,0,1476,0,24,9,0,4187,2219
1400000US06037530101,"Census Tract 5301.01, Los Angeles County, California",5268,2250,3018,371,455,319,218,201,778,680,617,324,361,427,296,221,4904,364,2556,218,97,439,0,1594,0,0,171,9,4230,1038
1400000US06037530102,"Census Tract 5301.02, Los Angeles County, California",4888,2418,2470,209,217,216,249,286,880,547,526,338,438,410,310,262,4549,339,2566,10,15,381,0,1577,0,40,36,0,3889,999
1400000US06037530202,"Census Tract 5302.02, Los Angeles County, California",4304,2030,2274,192,220,238,201,322,784,425,656,199,306,495,184,82,3807,497,1874,1,31,287,0,1614,2,61,46,0,3897,407
1400000US06037530203,"Census Tract 5302.03, Los Angeles County, California",2408,1161,1247,63,78,35,271,145,320,262,519,208,207,165,70,65,2300,108,1536,17,20,203,69,455,0,0,18,0,1899,509
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",3940,1879,2061,127,159,293,236,227,1023,487,644,244,205,193,90,12,3232,708,2076,0,38,266,0,852,0,21,0,0,3624,316
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",2165,1060,1105,134,195,124,134,134,350,280,318,85,80,110,191,30,2012,153,1022,0,21,111,0,858,0,0,0,0,2019,146
1400000US06037530302,"Census Tract 5303.02, Los Angeles County, California",6641,3549,3092,482,341,303,383,461,1409,736,834,534,327,427,312,92,6177,464,3203,72,10,282,0,2610,15,96,0,0,6061,580
1400000US06037530400,"Census Tract 5304, Los Angeles County, California",3835,1796,2039,322,461,211,242,301,628,356,306,239,143,335,231,60,3260,575,1414,158,20,831,0,837,0,36,12,0,2855,980
1400000US06037530500,"Census Tract 5305, Los Angeles County, California",4099,1962,2137,280,261,276,222,418,591,588,593,203,264,248,82,73,3859,240,1966,0,26,204,0,1663,0,2,0,0,3636,463
1400000US06037530603,"Census Tract 5306.03, Los Angeles County, California",4344,2104,2240,268,250,295,254,346,746,626,624,276,144,360,117,38,4168,176,973,51,94,136,18,2896,0,12,6,0,3844,500
1400000US06037530700,"Census Tract 5307, Los Angeles County, California",2058,1011,1047,115,146,137,87,114,335,309,345,128,93,116,83,50,2008,50,706,23,15,29,0,1235,0,0,5,0,1916,142
1400000US06037530801,"Census Tract 5308.01, Los Angeles County, California",5528,2698,2830,390,276,373,413,272,1149,835,672,192,447,314,111,84,5501,27,2109,0,20,352,0,3020,0,0,12,0,4864,664
1400000US06037530802,"Census Tract 5308.02, Los Angeles County, California",3088,1691,1397,105,234,259,136,264,542,523,373,209,149,149,120,25,2959,129,1215,21,24,35,4,1660,0,0,0,0,2935,153
1400000US06037530901,"Census Tract 5309.01, Los Angeles County, California",3827,1809,2018,230,223,318,347,310,658,658,485,185,115,217,81,0,3827,0,759,17,18,0,0,3033,0,0,0,0,3772,55
1400000US06037530902,"Census Tract 5309.02, Los Angeles County, California",4057,1970,2087,193,233,518,411,215,577,535,377,216,145,372,184,81,3917,140,1439,20,60,161,0,2237,0,30,0,0,3862,195
1400000US06037531000,"Census Tract 5310, Los Angeles County, California",5129,2652,2477,344,518,458,364,314,815,731,492,382,191,256,153,111,4722,407,2097,0,38,0,17,2570,18,0,0,0,5039,90
1400000US06037531101,"Census Tract 5311.01, Los Angeles County, California",5281,2788,2493,277,269,656,366,276,1136,768,587,225,281,187,145,108,5130,151,1632,4,0,0,0,3494,0,0,0,0,5247,34
1400000US06037531102,"Census Tract 5311.02, Los Angeles County, California",3008,1347,1661,228,269,192,220,214,557,395,357,127,96,162,145,46,2955,53,962,41,7,14,4,1927,0,0,0,0,2970,38
1400000US06037531201,"Census Tract 5312.01, Los Angeles County, California",4733,2562,2171,324,272,464,446,305,675,746,487,275,195,274,270,0,4546,187,1498,11,8,0,20,3009,0,0,0,0,4650,83
1400000US06037531202,"Census Tract 5312.02, Los Angeles County, California",4816,2764,2052,236,361,456,467,459,722,706,626,215,101,293,15,159,4489,327,1641,94,0,32,0,2722,11,58,0,0,4659,157
1400000US06037531301,"Census Tract 5313.01, Los Angeles County, California",5140,2619,2521,251,498,428,591,504,342,953,622,137,260,344,70,140,4971,169,2180,26,321,39,0,2405,0,4,0,0,5007,133
1400000US06037531302,"Census Tract 5313.02, Los Angeles County, California",5894,3142,2752,577,422,458,441,583,1104,734,627,245,257,254,142,50,5808,86,3389,0,19,51,0,2349,25,0,0,0,5806,88
1400000US06037531502,"Census Tract 5315.02, Los Angeles County, California",3384,1626,1758,285,241,311,248,326,723,329,403,185,128,140,43,22,3183,201,1767,0,39,0,0,1377,0,0,0,0,3361,23
1400000US06037531503,"Census Tract 5315.03, Los Angeles County, California",2841,1535,1306,281,191,216,200,265,620,318,395,74,119,49,61,52,2425,416,1282,0,8,0,0,1135,0,0,0,0,2820,21
1400000US06037531504,"Census Tract 5315.04, Los Angeles County, California",4158,1931,2227,402,214,385,226,431,760,529,482,186,234,191,100,18,3710,448,1443,0,34,0,0,2233,0,0,0,0,4140,18
1400000US06037531602,"Census Tract 5316.02, Los Angeles County, California",4246,2109,2137,362,345,266,234,511,795,339,482,291,158,358,69,36,3790,456,1942,24,181,0,8,1635,0,0,0,0,4141,105
1400000US06037531603,"Census Tract 5316.03, Los Angeles County, California",3703,1891,1812,155,351,330,251,339,630,520,364,188,226,154,146,49,3428,275,1216,11,144,30,0,2027,15,22,37,0,3522,181
1400000US06037531604,"Census Tract 5316.04, Los Angeles County, California",3343,1631,1712,262,223,249,260,379,612,349,435,129,118,192,86,49,3273,70,1248,0,103,0,0,1922,0,0,0,0,3316,27
1400000US06037531701,"Census Tract 5317.01, Los Angeles County, California",6066,2747,3319,363,574,519,436,362,1183,689,734,366,284,372,127,57,5567,499,2588,0,58,29,0,2892,21,0,21,0,5906,160
1400000US06037531702,"Census Tract 5317.02, Los Angeles County, California",5039,2603,2436,335,252,322,572,461,629,777,821,271,116,264,114,105,4685,354,2939,35,76,0,0,1635,0,0,40,0,4825,214
1400000US06037531800,"Census Tract 5318, Los Angeles County, California",4687,2176,2511,147,258,463,414,275,1008,545,481,282,189,447,97,81,4501,186,2157,0,176,0,0,2168,8,50,0,0,4545,142
1400000US06037531901,"Census Tract 5319.01, Los Angeles County, California",6239,3166,3073,219,455,465,446,510,1237,699,859,278,500,325,75,171,5380,859,2977,21,30,31,0,2321,0,19,15,0,6111,128
1400000US06037531902,"Census Tract 5319.02, Los Angeles County, California",4325,2203,2122,309,180,293,238,446,581,572,590,381,321,230,131,53,4070,255,2747,23,0,37,0,1263,0,35,0,0,4178,147
1400000US06037532001,"Census Tract 5320.01, Los Angeles County, California",2885,1347,1538,316,106,183,198,168,561,346,333,151,98,214,174,37,2881,4,1933,0,12,6,0,930,0,0,4,0,2767,118
1400000US06037532002,"Census Tract 5320.02, Los Angeles County, California",3584,1722,1862,254,161,361,349,270,612,341,619,201,91,215,94,16,3470,114,1608,6,182,212,0,1462,0,0,0,0,3232,352
1400000US06037532101,"Census Tract 5321.01, Los Angeles County, California",7305,3518,3787,692,743,490,562,592,1112,879,878,319,366,494,141,37,6687,618,3626,63,48,265,0,2685,0,0,0,0,6980,325
1400000US06037532102,"Census Tract 5321.02, Los Angeles County, California",3530,1725,1805,104,208,208,284,383,416,521,455,286,184,216,207,58,3313,217,2242,5,27,279,1,759,0,2,28,0,3176,354
1400000US06037532200,"Census Tract 5322, Los Angeles County, California",7282,3820,3462,477,630,565,483,437,1300,1038,858,472,255,434,236,97,6466,816,4619,149,0,279,0,1419,0,23,5,0,6679,603
1400000US06037532302,"Census Tract 5323.02, Los Angeles County, California",4755,2250,2505,196,403,353,474,390,637,551,805,124,177,377,246,22,4253,502,2648,38,72,53,0,1442,10,46,50,0,4567,188
1400000US06037532303,"Census Tract 5323.03, Los Angeles County, California",4660,2486,2174,193,228,322,204,284,693,422,622,406,261,570,274,181,4438,222,2467,12,11,40,0,1908,28,14,0,0,4530,130
1400000US06037532304,"Census Tract 5323.04, Los Angeles County, California",4090,2090,2000,119,149,236,155,224,660,524,713,334,266,410,216,84,3988,102,2321,373,309,19,0,966,9,0,0,0,3241,849
1400000US06037532500,"Census Tract 5325, Los Angeles County, California",4281,1976,2305,453,267,311,233,371,862,520,431,265,210,197,52,109,4281,0,2129,139,86,99,0,1828,0,0,0,0,3967,314
1400000US06037532605,"Census Tract 5326.05, Los Angeles County, California",4055,2022,2033,277,207,233,424,449,559,476,592,148,105,422,105,58,3988,67,1881,71,9,41,13,1973,20,0,0,0,3867,188
1400000US06037532606,"Census Tract 5326.06, Los Angeles County, California",4016,2259,1757,270,223,290,347,329,506,559,705,207,91,302,138,49,3754,262,2310,42,0,10,18,1374,0,0,0,0,3918,98
1400000US06037532607,"Census Tract 5326.07, Los Angeles County, California",5669,2728,2941,412,467,513,502,393,779,853,588,354,215,382,80,131,5553,116,3712,72,0,11,165,1593,6,0,0,0,5503,166
1400000US06037532700,"Census Tract 5327, Los Angeles County, California",3377,1706,1671,233,313,295,203,185,671,454,396,202,203,168,34,20,3082,295,1399,201,22,13,0,1447,0,16,0,0,3153,224
1400000US06037532800,"Census Tract 5328, Los Angeles County, California",4655,2332,2323,666,386,416,396,437,696,666,401,198,149,177,27,40,4654,1,2264,208,0,0,0,2182,0,0,0,0,4465,190
1400000US06037532900,"Census Tract 5329, Los Angeles County, California",6674,3446,3228,470,611,496,549,719,1084,774,1007,237,231,288,147,61,6602,72,2766,405,0,48,0,3383,0,0,0,0,6174,500
1400000US06037533001,"Census Tract 5330.01, Los Angeles County, California",4488,2127,2361,319,455,526,351,343,644,386,510,280,113,219,152,190,4421,67,1442,239,0,20,0,2720,0,0,0,0,4224,264
1400000US06037533002,"Census Tract 5330.02, Los Angeles County, California",2636,1306,1330,247,288,292,161,156,477,340,276,101,125,117,22,34,2562,74,1052,59,64,0,0,1387,0,10,0,0,2547,89
1400000US06037533103,"Census Tract 5331.03, Los Angeles County, California",3238,1689,1549,356,256,289,248,428,455,416,420,91,62,92,89,36,3045,193,1993,31,35,0,0,986,0,0,0,0,3175,63
1400000US06037533104,"Census Tract 5331.04, Los Angeles County, California",4548,2115,2433,425,311,489,326,285,534,927,588,75,108,330,106,44,3957,591,2942,93,94,4,0,824,0,0,0,0,4410,138
1400000US06037533105,"Census Tract 5331.05, Los Angeles County, California",2519,1247,1272,113,169,205,226,215,395,289,465,245,39,69,85,4,2381,138,1001,0,81,0,0,1299,0,0,0,0,2519,0
1400000US06037533108,"Census Tract 5331.08, Los Angeles County, California",4872,2495,2377,300,259,511,337,619,776,653,613,261,165,247,94,37,4755,117,2703,12,68,5,15,1952,26,0,0,0,4741,131
1400000US06037533201,"Census Tract 5332.01, Los Angeles County, California",2709,1446,1263,122,279,157,177,231,480,294,345,147,221,173,50,33,2482,227,1350,0,52,0,0,1080,0,0,0,0,2709,0
1400000US06037533204,"Census Tract 5332.04, Los Angeles County, California",4862,2451,2411,280,368,385,423,452,746,747,578,318,192,242,122,9,4715,147,2440,1,8,97,12,2157,0,0,0,0,4751,111
1400000US06037533300,"Census Tract 5333, Los Angeles County, California",3494,1797,1697,411,333,363,269,203,747,431,366,152,65,112,17,25,2898,596,2042,26,44,0,0,786,0,0,0,0,3417,77
1400000US06037533401,"Census Tract 5334.01, Los Angeles County, California",4976,2476,2500,281,287,315,318,408,841,781,663,234,272,229,313,34,4274,702,2555,0,8,15,0,1696,0,0,0,0,4936,40
1400000US06037533402,"Census Tract 5334.02, Los Angeles County, California",3798,1762,2036,299,197,363,314,317,589,419,686,166,71,221,82,74,3443,355,2745,0,0,0,0,698,36,0,0,0,3738,60
1400000US06037533403,"Census Tract 5334.03, Los Angeles County, California",2799,1438,1361,147,222,201,147,192,387,355,340,140,70,367,164,67,2678,121,1419,54,0,54,0,1151,0,0,0,0,2466,333
1400000US06037533501,"Census Tract 5335.01, Los Angeles County, California",3077,1519,1558,124,188,218,323,200,480,535,438,179,151,124,101,16,2751,326,1277,0,46,0,0,1428,0,0,0,0,3076,1
1400000US06037533504,"Census Tract 5335.04, Los Angeles County, California",4175,2057,2118,318,311,310,236,370,774,440,622,248,116,270,70,90,3966,209,2542,55,27,0,0,1342,0,11,0,0,4049,126
1400000US06037533601,"Census Tract 5336.01, Los Angeles County, California",4674,2637,2037,269,417,365,353,513,808,731,448,265,226,193,86,0,3880,794,2847,0,70,181,45,737,0,17,0,0,4345,329
1400000US06037533602,"Census Tract 5336.02, Los Angeles County, California",5490,2926,2564,853,358,426,331,421,1045,595,527,300,134,284,178,38,4903,587,3509,455,16,37,0,886,0,5,159,0,4636,854
1400000US06037533603,"Census Tract 5336.03, Los Angeles County, California",6863,3451,3412,639,531,525,642,663,1006,984,790,205,212,377,140,149,6278,585,4820,38,101,0,0,1319,0,0,0,0,6441,422
1400000US06037533701,"Census Tract 5337.01, Los Angeles County, California",3082,1613,1469,212,307,239,204,217,564,305,421,187,87,257,42,40,2924,158,1733,10,8,42,0,1131,0,0,0,0,2964,118
1400000US06037533702,"Census Tract 5337.02, Los Angeles County, California",3734,2066,1668,247,307,257,266,279,743,564,380,216,230,201,20,24,3217,517,2159,0,5,31,5,1017,0,0,0,0,3712,22
1400000US06037533703,"Census Tract 5337.03, Los Angeles County, California",5244,2607,2637,453,350,639,407,428,778,649,716,270,89,255,196,14,4714,530,2861,158,5,0,0,1690,0,0,0,0,5244,0
1400000US06037533803,"Census Tract 5338.03, Los Angeles County, California",5899,3114,2785,375,463,462,397,537,969,738,867,320,261,264,116,130,5563,336,4282,58,10,33,12,1168,0,0,0,0,4824,1075
1400000US06037533804,"Census Tract 5338.04, Los Angeles County, California",3993,1815,2178,125,137,355,350,240,554,513,771,286,197,271,156,38,3706,287,2623,14,44,22,0,1003,0,0,0,0,3933,60
1400000US06037533805,"Census Tract 5338.05, Los Angeles County, California",4011,1787,2224,284,254,199,249,322,808,440,511,330,132,282,150,50,3345,666,2683,104,88,22,0,448,0,0,0,0,3877,134
1400000US06037533806,"Census Tract 5338.06, Los Angeles County, California",3604,1902,1702,234,169,183,364,346,576,506,677,134,164,176,18,57,3604,0,2239,122,22,22,0,1199,0,0,0,0,3391,213
1400000US06037533901,"Census Tract 5339.01, Los Angeles County, California",5476,2859,2617,375,458,390,625,483,763,769,663,288,278,178,110,96,5254,222,3930,203,34,0,0,1087,53,55,48,0,5015,461
1400000US06037533902,"Census Tract 5339.02, Los Angeles County, California",4500,2276,2224,249,202,571,440,343,1025,388,678,165,164,213,53,9,3372,1128,2787,0,0,0,12,573,0,0,10,0,4463,37
1400000US06037534001,"Census Tract 5340.01, Los Angeles County, California",5387,2488,2899,311,363,464,544,401,758,784,734,258,331,274,115,50,4770,617,3301,15,36,0,0,1418,0,0,0,0,5311,76
1400000US06037534002,"Census Tract 5340.02, Los Angeles County, California",4350,2059,2291,320,379,458,239,420,658,514,598,146,176,296,90,56,4045,305,2785,40,0,47,0,1173,0,0,0,0,4079,271
1400000US06037534101,"Census Tract 5341.01, Los Angeles County, California",2399,1202,1197,122,220,156,234,153,408,396,285,104,111,122,88,0,2113,286,1292,14,0,100,0,707,0,0,0,0,2258,141
1400000US06037534102,"Census Tract 5341.02, Los Angeles County, California",6227,3123,3104,517,596,529,566,496,1074,817,810,323,155,153,175,16,5395,832,3988,107,0,0,0,1300,0,0,0,0,6137,90
1400000US06037534201,"Census Tract 5342.01, Los Angeles County, California",4641,2489,2152,310,542,484,409,345,693,512,652,257,160,124,109,44,4183,458,3320,42,29,20,0,772,0,0,0,0,4497,144
1400000US06037534202,"Census Tract 5342.02, Los Angeles County, California",5350,2947,2403,334,455,541,449,483,765,974,441,232,239,239,104,94,5069,281,4094,99,22,20,0,834,0,0,0,0,5066,284
1400000US06037534203,"Census Tract 5342.03, Los Angeles County, California",3440,1869,1571,235,286,358,259,345,513,430,424,143,134,168,91,54,3009,431,2045,7,0,0,5,952,5,18,0,0,3369,71
