Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037601301,"Census Tract 6013.01, Los Angeles County, California",1401,732,894,673,75,11,0,5,130,30.5,65579,100444
1400000US06037601302,"Census Tract 6013.02, Los Angeles County, California",5299,2750,3796,2708,481,247,0,72,288,27,62143,78816
1400000US06037601303,"Census Tract 6013.03, Los Angeles County, California",4293,2548,2728,1792,188,347,47,68,286,31.3,45563,59107
1400000US06037601401,"Census Tract 6014.01, Los Angeles County, California",5249,1866,2726,1858,214,297,38,183,136,29.6,50655,68581
1400000US06037601402,"Census Tract 6014.02, Los Angeles County, California",3823,1857,2424,1882,291,70,48,24,109,30.6,77908,80783
1400000US06037601501,"Census Tract 6015.01, Los Angeles County, California",2768,1582,1725,918,525,25,79,118,60,24.1,36737,47692
1400000US06037601502,"Census Tract 6015.02, Los Angeles County, California",3100,1346,1635,1097,267,87,13,146,25,25.9,50000,64300
1400000US06037601600,"Census Tract 6016, Los Angeles County, California",3567,1665,2294,1481,408,92,44,174,95,29.8,45458,58402
1400000US06037601700,"Census Tract 6017, Los Angeles County, California",3948,1875,2328,1701,266,127,32,194,8,26,37045,51290
1400000US06037601801,"Census Tract 6018.01, Los Angeles County, California",2192,1190,1438,953,159,122,35,105,64,24.6,41890,56238
1400000US06037601802,"Census Tract 6018.02, Los Angeles County, California",2930,1501,1981,1234,269,148,154,33,143,29.2,67361,74448
1400000US06037601900,"Census Tract 6019, Los Angeles County, California",3625,1836,2094,1208,529,114,50,114,79,34,63153,64748
1400000US06037602002,"Census Tract 6020.02, Los Angeles County, California",2358,1124,1468,940,233,98,49,30,118,31,61319,68314
1400000US06037602003,"Census Tract 6020.03, Los Angeles County, California",3267,1533,1772,1231,267,70,44,93,67,30.5,47083,65778
1400000US06037602103,"Census Tract 6021.03, Los Angeles County, California",4173,2203,2165,1447,307,144,89,178,0,33.5,34483,49967
1400000US06037602104,"Census Tract 6021.04, Los Angeles County, California",4312,2001,2762,2101,132,109,44,144,232,30.6,54321,65979
1400000US06037602105,"Census Tract 6021.05, Los Angeles County, California",2938,1551,1861,1330,210,120,3,142,56,28.7,51754,61445
1400000US06037602106,"Census Tract 6021.06, Los Angeles County, California",4977,2482,2570,1776,320,159,41,189,85,34.3,59360,64893
1400000US06037602201,"Census Tract 6022.01, Los Angeles County, California",3324,1620,2379,1662,371,34,31,62,219,22.8,125575,135230
1400000US06037602202,"Census Tract 6022.02, Los Angeles County, California",2431,1207,1285,1036,46,0,33,36,134,25.6,82472,84252
1400000US06037602301,"Census Tract 6023.01, Los Angeles County, California",5242,2718,3131,2563,282,83,0,53,150,27.5,106488,131760
1400000US06037602302,"Census Tract 6023.02, Los Angeles County, California",3375,1585,2356,1809,206,13,55,70,203,27.1,137051,164427
1400000US06037602402,"Census Tract 6024.02, Los Angeles County, California",5329,2912,3318,2384,521,61,0,229,123,29.9,82917,103958
1400000US06037602403,"Census Tract 6024.03, Los Angeles County, California",3662,1985,2493,1769,236,240,21,118,109,32.7,61382,66375
1400000US06037602404,"Census Tract 6024.04, Los Angeles County, California",4126,2146,2371,1750,290,138,35,113,45,27.8,49038,56390
1400000US06037602504,"Census Tract 6025.04, Los Angeles County, California",3818,1926,2637,1819,460,116,52,137,53,29.6,47357,63081
1400000US06037602505,"Census Tract 6025.05, Los Angeles County, California",2937,1525,1969,1208,439,100,36,101,85,26.3,46202,57915
1400000US06037602506,"Census Tract 6025.06, Los Angeles County, California",3053,1621,1886,1329,168,194,46,53,96,29.6,48735,62621
1400000US06037602507,"Census Tract 6025.07, Los Angeles County, California",3849,2262,2472,2088,81,160,67,42,34,36.1,53044,64650
1400000US06037602510,"Census Tract 6025.10, Los Angeles County, California",2447,1338,1688,1201,96,257,0,74,60,40.8,37813,67841
1400000US06037602511,"Census Tract 6025.11, Los Angeles County, California",3122,1875,2030,1643,104,112,0,64,107,30.3,50556,56727
1400000US06037602512,"Census Tract 6025.12, Los Angeles County, California",1922,953,1358,1067,168,55,0,9,59,26.6,74228,79942
1400000US06037602513,"Census Tract 6025.13, Los Angeles County, California",1341,589,911,683,177,2,0,43,6,22.9,51500,70362
1400000US06037602601,"Census Tract 6026.01, Los Angeles County, California",3938,2398,2111,1831,102,52,0,43,83,35.2,70125,87029
1400000US06037602602,"Census Tract 6026.02, Los Angeles County, California",2372,1584,1089,896,132,0,0,0,61,26.5,50491,63929
1400000US06037602700,"Census Tract 6027, Los Angeles County, California",2918,1696,1633,1378,90,29,0,0,136,29.7,91484,102591
1400000US06037602801,"Census Tract 6028.01, Los Angeles County, California",2664,1525,1524,1060,149,222,0,93,0,24.9,31477,47833
1400000US06037602802,"Census Tract 6028.02, Los Angeles County, California",4101,2233,2224,1577,442,57,5,0,143,32.2,76810,100267
1400000US06037602900,"Census Tract 6029, Los Angeles County, California",3445,1647,2213,1630,176,112,23,162,110,24.9,59375,66892
1400000US06037603004,"Census Tract 6030.04, Los Angeles County, California",1542,907,926,630,147,16,129,4,0,23.3,63029,68460
1400000US06037603005,"Census Tract 6030.05, Los Angeles County, California",4982,2687,3355,2864,336,63,0,44,48,30.3,61438,74166
1400000US06037603006,"Census Tract 6030.06, Los Angeles County, California",1433,698,1020,842,14,64,35,52,13,32.6,75756,92217
1400000US06037603007,"Census Tract 6030.07, Los Angeles County, California",2931,1404,1668,1054,271,150,60,0,133,29.1,58715,74064
1400000US06037603008,"Census Tract 6030.08, Los Angeles County, California",2664,1129,1460,845,298,117,15,90,95,38.5,51304,68114
1400000US06037603101,"Census Tract 6031.01, Los Angeles County, California",3863,1930,2352,1750,198,11,98,63,232,25.5,57568,79043
1400000US06037603102,"Census Tract 6031.02, Los Angeles County, California",2849,1385,1531,1233,169,21,52,0,56,31.3,62527,74923
1400000US06037603200,"Census Tract 6032, Los Angeles County, California",2901,1483,1651,1399,62,47,0,45,98,26.9,82237,100369
1400000US06037603301,"Census Tract 6033.01, Los Angeles County, California",2928,1628,1686,1353,206,11,25,18,73,27.3,63362,70674
1400000US06037603302,"Census Tract 6033.02, Los Angeles County, California",3461,1813,1869,1319,419,60,36,0,35,28,53173,68971
1400000US06037603400,"Census Tract 6034, Los Angeles County, California",3205,1659,1818,1427,124,123,0,20,124,30.4,66786,86339
1400000US06037603500,"Census Tract 6035, Los Angeles County, California",2506,1416,1518,1078,229,21,0,58,132,28.1,93361,97397
1400000US06037603600,"Census Tract 6036, Los Angeles County, California",3583,1598,2018,1596,209,21,18,0,174,27.4,77865,100678
1400000US06037603702,"Census Tract 6037.02, Los Angeles County, California",4179,2245,2165,1772,220,31,49,3,90,32.2,96964,102445
1400000US06037603703,"Census Tract 6037.03, Los Angeles County, California",1958,1090,1173,987,42,8,12,21,103,30.5,92364,109953
1400000US06037603705,"Census Tract 6037.05, Los Angeles County, California",2167,1161,1490,1267,106,34,0,16,67,31.8,68611,76451
1400000US06037603706,"Census Tract 6037.06, Los Angeles County, California",2559,991,1661,895,117,190,166,237,56,23.2,42927,47508
1400000US06037603801,"Census Tract 6038.01, Los Angeles County, California",4052,1953,2536,2174,98,69,50,70,75,26.5,62866,74892
1400000US06037603802,"Census Tract 6038.02, Los Angeles County, California",3131,1646,2001,1730,61,0,92,57,61,23.1,73602,92472
1400000US06037603901,"Census Tract 6039.01, Los Angeles County, California",2947,1586,1898,1293,221,75,103,145,61,25.2,64886,76408
1400000US06037603902,"Census Tract 6039.02, Los Angeles County, California",2715,1252,1763,1217,206,9,75,197,59,24.1,48258,66714
1400000US06037604001,"Census Tract 6040.01, Los Angeles County, California",4112,1834,2568,1783,518,91,10,83,83,25.3,72147,85056
1400000US06037604002,"Census Tract 6040.02, Los Angeles County, California",3458,1702,2256,1556,179,93,149,90,189,26.7,63980,75442
1400000US06037604101,"Census Tract 6041.01, Los Angeles County, California",3339,1530,2208,1761,77,63,0,307,0,31.3,62201,75396
1400000US06037604102,"Census Tract 6041.02, Los Angeles County, California",2102,930,1481,899,363,22,40,58,99,26.6,89347,108143
1400000US06037604200,"Census Tract 6042, Los Angeles County, California",4748,2430,2990,2112,426,158,142,98,54,25.4,65625,83178
1400000US06037609900,"Census Tract 6099, Los Angeles County, California",1655,918,885,772,64,11,5,0,33,25.9,77059,75585
1400000US06037620001,"Census Tract 6200.01, Los Angeles County, California",3271,1657,2203,1736,142,58,57,16,194,23.5,132153,173235
1400000US06037620002,"Census Tract 6200.02, Los Angeles County, California",2841,1448,1934,1568,57,6,59,31,213,25,115000,134180
1400000US06037620101,"Census Tract 6201.01, Los Angeles County, California",4209,2087,2648,2209,188,0,40,93,118,25.8,101389,133900
1400000US06037620102,"Census Tract 6201.02, Los Angeles County, California",2986,1368,2286,1409,29,13,122,60,653,30.3,123167,135743
1400000US06037620201,"Census Tract 6202.01, Los Angeles County, California",1402,621,1105,770,26,10,10,32,257,33.6,135136,170621
1400000US06037620301,"Census Tract 6203.01, Los Angeles County, California",3258,1721,1747,1379,29,5,23,43,268,32.2,179032,283928
1400000US06037620303,"Census Tract 6203.03, Los Angeles County, California",3522,1799,1992,1585,50,0,10,0,347,35.9,170694,337362
1400000US06037620305,"Census Tract 6203.05, Los Angeles County, California",4472,2459,2611,1840,70,14,64,82,541,27.2,124787,212171
1400000US06037620400,"Census Tract 6204, Los Angeles County, California",4046,2334,2102,1601,161,6,33,0,301,35.6,135455,176605
1400000US06037620501,"Census Tract 6205.01, Los Angeles County, California",4382,2229,3224,2199,240,0,41,146,598,30.4,134570,162032
1400000US06037620521,"Census Tract 6205.21, Los Angeles County, California",3236,1492,2464,2095,80,20,12,20,237,28.3,112964,142134
1400000US06037620522,"Census Tract 6205.22, Los Angeles County, California",3668,1770,2544,1942,250,53,29,64,206,28.9,127269,159272
1400000US06037620601,"Census Tract 6206.01, Los Angeles County, California",3853,1953,2524,2107,163,32,7,63,152,29.4,92135,117079
1400000US06037620602,"Census Tract 6206.02, Los Angeles County, California",4408,2159,2833,2285,159,0,50,88,251,25.8,134118,179455
1400000US06037620701,"Census Tract 6207.01, Los Angeles County, California",5820,2918,4265,3119,366,105,109,82,484,28.5,128466,155905
1400000US06037620703,"Census Tract 6207.03, Los Angeles County, California",2475,1199,1647,1438,0,0,11,81,117,29.5,185204,207823
1400000US06037620704,"Census Tract 6207.04, Los Angeles County, California",2541,1212,1662,1454,42,0,24,24,118,27.9,161462,186547
1400000US06037620801,"Census Tract 6208.01, Los Angeles County, California",3372,1799,1741,1444,116,21,57,0,103,34.3,173462,236120
1400000US06037620802,"Census Tract 6208.02, Los Angeles County, California",2609,1332,1947,1141,154,2,241,13,396,30.9,131821,199200
1400000US06037620901,"Census Tract 6209.01, Los Angeles County, California",2248,1062,1260,779,65,33,4,5,374,30.2,215156,298730
1400000US06037620904,"Census Tract 6209.04, Los Angeles County, California",1989,1018,1086,772,62,22,52,6,172,27.7,185119,292042
1400000US06037621001,"Census Tract 6210.01, Los Angeles County, California",3659,1747,2284,1597,121,7,44,16,499,30.3,139063,215352
1400000US06037621005,"Census Tract 6210.05, Los Angeles County, California",4100,1874,2916,2087,146,64,103,49,467,36.8,142821,218846
1400000US06037621102,"Census Tract 6211.02, Los Angeles County, California",2647,1346,1759,1358,35,9,0,58,299,34.1,161667,232846
1400000US06037621104,"Census Tract 6211.04, Los Angeles County, California",5634,2471,4299,3047,193,24,196,269,570,35.1,138906,189940
1400000US06037621201,"Census Tract 6212.01, Los Angeles County, California",5319,2374,3730,2729,128,69,51,85,668,33,115632,167705
1400000US06037621204,"Census Tract 6212.04, Los Angeles County, California",2613,1207,1811,1391,113,54,43,18,192,38.1,95417,140193
1400000US06037621301,"Census Tract 6213.01, Los Angeles County, California",5185,2763,3445,2474,271,0,72,0,628,28.7,110243,146915
1400000US06037621324,"Census Tract 6213.24, Los Angeles County, California",3123,1571,2299,1760,44,32,0,82,381,34.1,96392,144272
1400000US06037621326,"Census Tract 6213.26, Los Angeles County, California",2878,1681,2029,1473,0,27,125,78,326,30.3,101406,145577
1400000US06037621400,"Census Tract 6214, Los Angeles County, California",3491,1828,2311,1985,30,4,49,74,169,34.8,109485,137291
1400000US06037650001,"Census Tract 6500.01, Los Angeles County, California",4609,2526,2576,2124,70,11,0,47,324,27.3,92674,104808
1400000US06037650003,"Census Tract 6500.03, Los Angeles County, California",2537,1311,1501,1295,11,67,0,54,74,27.7,71330,99399
1400000US06037650004,"Census Tract 6500.04, Los Angeles County, California",3551,1783,2258,1699,225,60,50,36,188,30.8,91375,112614
1400000US06037650101,"Census Tract 6501.01, Los Angeles County, California",4780,2317,2803,2344,255,0,0,36,168,28,94481,118461
1400000US06037650102,"Census Tract 6501.02, Los Angeles County, California",1835,972,1114,882,73,18,17,22,102,24.8,94000,117491
1400000US06037650200,"Census Tract 6502, Los Angeles County, California",4649,2399,2604,2127,154,106,17,98,102,24.1,103797,131023
1400000US06037650300,"Census Tract 6503, Los Angeles County, California",5689,2845,3417,2214,624,0,56,76,447,25.6,84612,102797
1400000US06037650401,"Census Tract 6504.01, Los Angeles County, California",3744,1868,2315,1865,198,21,19,50,162,28.6,155583,158250
1400000US06037650501,"Census Tract 6505.01, Los Angeles County, California",2228,1189,1265,1087,62,8,1,6,101,24.2,119449,148082
1400000US06037650502,"Census Tract 6505.02, Los Angeles County, California",3605,1979,2000,1606,85,45,19,71,174,29.4,122240,136108
1400000US06037650603,"Census Tract 6506.03, Los Angeles County, California",3181,1639,1724,1376,81,19,21,57,170,26.6,76897,129726
1400000US06037650604,"Census Tract 6506.04, Los Angeles County, California",5020,2509,3520,2754,99,215,21,188,243,30.7,65712,84022
1400000US06037650605,"Census Tract 6506.05, Los Angeles County, California",2169,955,1478,1146,110,61,15,97,49,29.2,82250,112914
1400000US06037650606,"Census Tract 6506.06, Los Angeles County, California",3439,1906,1732,1183,115,20,12,117,285,34.4,67440,89412
1400000US06037650607,"Census Tract 6506.07, Los Angeles County, California",2117,1028,1380,1172,110,0,32,36,30,25.5,116406,106236
1400000US06037650701,"Census Tract 6507.01, Los Angeles County, California",2022,1065,1138,842,103,6,11,11,165,29.6,117500,136898
1400000US06037650702,"Census Tract 6507.02, Los Angeles County, California",3752,1883,2115,1750,86,0,29,110,140,29.8,122692,153458
1400000US06037650801,"Census Tract 6508.01, Los Angeles County, California",3222,1886,1946,1532,50,0,0,141,223,28.5,115505,133040
1400000US06037650802,"Census Tract 6508.02, Los Angeles County, California",2304,1398,1128,853,78,10,19,0,168,28.3,91250,95216
1400000US06037650901,"Census Tract 6509.01, Los Angeles County, California",3988,2056,2465,1756,233,46,185,113,132,27.3,75938,95142
1400000US06037650903,"Census Tract 6509.03, Los Angeles County, California",3902,2053,2414,1902,262,21,71,16,142,20.4,91542,104050
1400000US06037650904,"Census Tract 6509.04, Los Angeles County, California",1887,990,1218,1057,90,0,0,20,51,29.7,98846,109350
1400000US06037651001,"Census Tract 6510.01, Los Angeles County, California",4308,2247,2521,2045,155,24,31,0,266,27.7,105417,171076
1400000US06037651002,"Census Tract 6510.02, Los Angeles County, California",3797,2044,2447,1977,187,31,30,31,191,31.4,92344,128820
1400000US06037651101,"Census Tract 6511.01, Los Angeles County, California",3722,1953,2006,1662,122,0,0,41,181,30.1,98317,127317
1400000US06037651102,"Census Tract 6511.02, Los Angeles County, California",3119,1587,1674,1306,29,43,10,28,258,35.8,77958,90571
1400000US06037651201,"Census Tract 6512.01, Los Angeles County, California",4017,2027,2304,1981,68,36,7,0,212,31.7,132031,174067
1400000US06037651221,"Census Tract 6512.21, Los Angeles County, California",2944,1677,1840,1385,84,96,6,18,251,32.7,84625,109340
1400000US06037651222,"Census Tract 6512.22, Los Angeles County, California",4737,2511,3248,2466,233,148,94,44,263,34.2,90963,103062
1400000US06037651302,"Census Tract 6513.02, Los Angeles County, California",4681,2601,2773,1981,252,14,107,197,222,25.6,126806,167585
1400000US06037651304,"Census Tract 6513.04, Los Angeles County, California",4234,2273,2653,1888,185,11,23,153,393,39.3,97940,160654
1400000US06037651401,"Census Tract 6514.01, Los Angeles County, California",2123,1230,995,813,49,12,14,16,91,32.8,82500,98480
1400000US06037651402,"Census Tract 6514.02, Los Angeles County, California",4759,2622,3029,2458,205,20,40,0,306,30.6,71512,111564
1400000US06037670001,"Census Tract 6700.01, Los Angeles County, California",3037,1526,1797,1370,138,49,62,0,178,23.9,71361,96894
1400000US06037670002,"Census Tract 6700.02, Los Angeles County, California",3281,1616,1834,1237,168,155,117,46,111,30.5,83791,94427
1400000US06037670003,"Census Tract 6700.03, Los Angeles County, California",4808,2511,3050,2388,173,45,149,41,254,28.9,81691,105438
1400000US06037670101,"Census Tract 6701.01, Los Angeles County, California",2548,1538,1489,1180,180,0,29,0,100,29.6,64211,106557
1400000US06037670102,"Census Tract 6701.02, Los Angeles County, California",2959,1510,1865,1420,115,77,27,122,104,22.6,71574,83340
1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",2874,1400,1363,1090,70,0,35,45,123,30.7,141914,206826
1400000US06037670202,"Census Tract 6702.02, Los Angeles County, California",1758,889,957,708,42,14,0,5,188,30.7,206964,263732
1400000US06037670324,"Census Tract 6703.24, Los Angeles County, California",4316,2173,2344,1856,97,0,30,0,361,34.4,207096,297863
1400000US06037670326,"Census Tract 6703.26, Los Angeles County, California",2715,1329,1118,898,44,0,18,22,136,37.2,157130,265869
1400000US06037670328,"Census Tract 6703.28, Los Angeles County, California",3617,1858,1794,1372,88,14,23,24,273,36.6,204179,255812
1400000US06037670405,"Census Tract 6704.05, Los Angeles County, California",2171,1238,848,674,69,9,0,0,96,33.8,112708,148793
1400000US06037670406,"Census Tract 6704.06, Los Angeles County, California",1284,631,660,561,49,4,4,5,37,39.1,194236,224436
1400000US06037670407,"Census Tract 6704.07, Los Angeles County, California",4805,2607,2286,1944,104,0,0,0,238,39.2,100938,148504
1400000US06037670413,"Census Tract 6704.13, Los Angeles County, California",3544,1954,1856,1416,172,0,3,31,234,38,153145,188450
1400000US06037670416,"Census Tract 6704.16, Los Angeles County, California",3610,1884,1721,1216,228,21,0,0,256,37.4,110625,183096
1400000US06037670417,"Census Tract 6704.17, Los Angeles County, California",2229,1116,1071,868,61,30,0,5,107,35.4,143750,174121
1400000US06037670418,"Census Tract 6704.18, Los Angeles County, California",3356,1760,1811,1355,46,20,8,42,340,34.5,169345,199410
1400000US06037670500,"Census Tract 6705, Los Angeles County, California",1206,611,500,389,27,0,4,0,80,33.5,250000,432154
1400000US06037670603,"Census Tract 6706.03, Los Angeles County, California",1801,863,1046,566,115,0,161,8,196,27,209500,311718
1400000US06037670604,"Census Tract 6706.04, Los Angeles County, California",4172,2398,2430,1730,223,20,9,98,350,35.8,151538,211610
1400000US06037670701,"Census Tract 6707.01, Los Angeles County, California",5402,2510,3089,2422,377,0,24,24,242,32.2,153302,161696
1400000US06037670702,"Census Tract 6707.02, Los Angeles County, California",5071,2464,2401,2093,55,33,9,0,211,33,182260,250181
1400000US06037700101,"Census Tract 7001.01, Los Angeles County, California",4759,2264,3199,2353,112,268,41,178,247,31.5,70045,92779
1400000US06037700102,"Census Tract 7001.02, Los Angeles County, California",4289,2156,2560,1816,53,156,163,149,223,30,37014,76213
1400000US06037700200,"Census Tract 7002, Los Angeles County, California",6943,2888,5454,3636,358,249,285,213,713,31.3,74605,98246
1400000US06037700300,"Census Tract 7003, Los Angeles County, California",5898,2483,4111,2596,78,72,147,169,1049,28,80381,101003
1400000US06037700400,"Census Tract 7004, Los Angeles County, California",4712,2214,3346,2494,15,45,156,188,448,27,82308,133342
1400000US06037700501,"Census Tract 7005.01, Los Angeles County, California",3427,1507,2565,1616,92,106,209,122,420,30.3,69477,147316
1400000US06037700502,"Census Tract 7005.02, Los Angeles County, California",4114,1777,2967,2218,44,31,301,54,319,26.6,83971,108872
1400000US06037700600,"Census Tract 7006, Los Angeles County, California",4427,2215,2017,1393,109,0,8,83,424,24.2,173672,312659
1400000US06037700700,"Census Tract 7007, Los Angeles County, California",2727,1394,1393,1142,105,12,9,11,114,22.1,194154,396241
1400000US06037700801,"Census Tract 7008.01, Los Angeles County, California",3468,2095,1459,1050,0,41,89,35,244,24.6,80417,139429
1400000US06037700802,"Census Tract 7008.02, Los Angeles County, California",3955,2196,2025,1486,31,62,140,41,265,21.5,89398,122644
1400000US06037700901,"Census Tract 7009.01, Los Angeles County, California",3015,1605,1872,1322,228,68,66,0,188,32.8,82857,211512
1400000US06037700902,"Census Tract 7009.02, Los Angeles County, California",6245,3348,3769,2376,277,113,432,117,454,27.4,79037,126585
1400000US06037701000,"Census Tract 7010, Los Angeles County, California",4543,2501,2776,1426,166,76,309,67,732,22.2,107695,200237
1400000US06037701201,"Census Tract 7012.01, Los Angeles County, California",2982,1553,1542,1053,34,25,38,37,355,24.1,209083,378385
1400000US06037701202,"Census Tract 7012.02, Los Angeles County, California",2982,1668,1885,1230,82,21,8,76,468,25.2,138857,173609
1400000US06037701302,"Census Tract 7013.02, Los Angeles County, California",4345,2418,3146,2171,65,86,122,360,342,26.6,78542,121623
1400000US06037701304,"Census Tract 7013.04, Los Angeles County, California",5137,2713,3339,2270,168,52,55,215,579,25.7,127115,276081
1400000US06037701402,"Census Tract 7014.02, Los Angeles County, California",5515,2675,3353,1729,340,51,223,326,684,27.6,107429,156939
1400000US06037701501,"Census Tract 7015.01, Los Angeles County, California",4505,2121,3161,1829,50,179,147,233,723,31.2,126875,145035
1400000US06037701502,"Census Tract 7015.02, Los Angeles County, California",3342,1867,2253,1324,34,79,201,106,509,26.8,93590,127718
1400000US06037701601,"Census Tract 7016.01, Los Angeles County, California",3397,1674,2128,1176,185,106,211,25,425,22.9,136250,206296
1400000US06037701602,"Census Tract 7016.02, Los Angeles County, California",3306,1837,2395,1605,103,28,178,174,307,21.3,101648,139535
1400000US06037701701,"Census Tract 7017.01, Los Angeles County, California",2914,1273,1745,965,102,64,107,44,463,23.9,67113,127342
1400000US06037701702,"Census Tract 7017.02, Los Angeles County, California",2828,1497,1819,1048,106,147,227,118,173,24.7,69904,114825
1400000US06037701801,"Census Tract 7018.01, Los Angeles County, California",5757,3313,3062,1921,172,210,211,235,313,22.6,66464,92993
1400000US06037701802,"Census Tract 7018.02, Los Angeles County, California",4440,2144,2384,1640,160,106,124,113,241,21.9,75020,95462
1400000US06037701902,"Census Tract 7019.02, Los Angeles County, California",4575,2066,2579,1500,108,158,360,56,397,27.1,68935,128970
1400000US06037702002,"Census Tract 7020.02, Los Angeles County, California",5645,2529,3585,2177,136,124,325,155,668,26,88375,140384
1400000US06037702102,"Census Tract 7021.02, Los Angeles County, California",5390,2678,3764,2632,153,90,274,130,485,33.8,96724,119424
1400000US06037702201,"Census Tract 7022.01, Los Angeles County, California",3489,1821,2217,1536,128,56,75,98,324,26.6,97642,137707
1400000US06037702202,"Census Tract 7022.02, Los Angeles County, California",3297,1649,2027,1594,48,11,81,76,217,27.3,120268,150339
1400000US06037702300,"Census Tract 7023, Los Angeles County, California",5347,2908,3335,2051,382,201,269,102,330,23.8,101014,149282
1400000US06037702400,"Census Tract 7024, Los Angeles County, California",3873,2138,2530,1724,134,174,110,128,260,28.4,98656,136963
1400000US06037702501,"Census Tract 7025.01, Los Angeles County, California",4047,2198,2707,2035,142,42,182,126,180,23.5,126875,140251
1400000US06037702502,"Census Tract 7025.02, Los Angeles County, California",3289,2032,2019,1618,32,41,13,38,277,29.3,89926,112734
1400000US06037702600,"Census Tract 7026, Los Angeles County, California",5242,2894,3145,2122,183,74,35,111,620,28,110285,167430
1400000US06037702700,"Census Tract 7027, Los Angeles County, California",2647,1422,1782,1551,27,0,51,41,112,26.8,122188,167562
1400000US06037702801,"Census Tract 7028.01, Los Angeles County, California",3818,2041,2292,1676,0,128,19,59,410,28.2,84207,107419
1400000US06037702802,"Census Tract 7028.02, Los Angeles County, California",1902,939,1310,960,35,61,32,9,213,26.7,91743,116083
1400000US06037702803,"Census Tract 7028.03, Los Angeles County, California",2164,1068,1353,887,95,76,6,76,213,28.4,81184,108519
1400000US06037702900,"Census Tract 7029, Los Angeles County, California",9230,4452,6977,4319,450,30,77,255,1846,27.8,120437,150023
1400000US06037703002,"Census Tract 7030.02, Los Angeles County, California",5540,3162,2945,2212,260,85,0,15,373,30.3,101264,139764
1400000US06037703003,"Census Tract 7030.03, Los Angeles County, California",5141,2883,3673,2866,203,99,18,123,364,30.1,95613,118216
1400000US06037703100,"Census Tract 7031, Los Angeles County, California",5389,2824,2691,2168,0,36,19,161,307,33.3,96270,110787
1400000US06037703200,"Census Tract 7032, Los Angeles County, California",4850,2682,2449,1794,0,152,54,96,353,34.9,95722,119722
1400000US06037800101,"Census Tract 8001.01, Los Angeles County, California",4633,2436,2660,1852,93,70,50,50,545,35.7,152206,264866
1400000US06037800103,"Census Tract 8001.03, Los Angeles County, California",3040,1549,1792,1474,142,0,10,13,153,37.6,120114,154734
1400000US06037800104,"Census Tract 8001.04, Los Angeles County, California",3052,1737,1956,1104,213,14,31,91,503,38.6,149318,210042
1400000US06037800202,"Census Tract 8002.02, Los Angeles County, California",4380,2195,2534,2082,0,0,14,20,418,33.1,195599,279977
1400000US06037800204,"Census Tract 8002.04, Los Angeles County, California",3366,1867,1654,1211,140,0,2,37,264,45.4,161144,271881
1400000US06037800205,"Census Tract 8002.05, Los Angeles County, California",3278,1700,2185,1793,125,0,28,52,187,32.2,105130,145806
1400000US06037800206,"Census Tract 8002.06, Los Angeles County, California",3075,1498,1564,999,139,40,19,8,359,28.1,236709,332768
1400000US06037800324,"Census Tract 8003.24, Los Angeles County, California",5389,2710,3027,2111,163,12,0,123,618,32.8,132340,194952
1400000US06037800325,"Census Tract 8003.25, Los Angeles County, California",3091,1769,1605,1230,132,0,38,33,172,25.9,146649,226010
1400000US06037800328,"Census Tract 8003.28, Los Angeles County, California",1021,498,751,537,33,0,0,9,172,29.2,225819,320621
1400000US06037800333,"Census Tract 8003.33, Los Angeles County, California",1738,936,1257,815,178,0,10,90,164,25.1,92635,106614
1400000US06037800334,"Census Tract 8003.34, Los Angeles County, California",3713,1848,1949,1351,4,0,62,0,532,29.7,107672,162180
1400000US06037800335,"Census Tract 8003.35, Los Angeles County, California",4145,2109,1987,1573,19,9,70,29,287,31.6,124167,204484
1400000US06037800336,"Census Tract 8003.36, Los Angeles County, California",2983,1296,1779,1421,65,14,0,23,256,30.4,174682,294476
1400000US06037800337,"Census Tract 8003.37, Los Angeles County, California",3190,1531,1913,1482,66,0,0,13,352,27.8,74663,115547
1400000US06037800338,"Census Tract 8003.38, Los Angeles County, California",5276,2833,3152,2149,84,0,39,80,800,26.9,170259,238591
1400000US06037800406,"Census Tract 8004.06, Los Angeles County, California",2202,1211,898,552,48,3,66,6,223,44.3,149048,242354
1400000US06037800410,"Census Tract 8004.10, Los Angeles County, California",3468,1883,1612,529,82,61,610,68,262,21,150469,253512
1400000US06037800411,"Census Tract 8004.11, Los Angeles County, California",2684,1467,1624,843,114,45,0,0,622,36,170299,338092
1400000US06037800412,"Census Tract 8004.12, Los Angeles County, California",3387,1650,2075,1388,64,27,65,14,517,32.9,111992,228793
1400000US06037800504,"Census Tract 8005.04, Los Angeles County, California",2077,993,1055,589,32,9,58,14,353,31.2,170458,297209
1400000US06037800506,"Census Tract 8005.06, Los Angeles County, California",2924,1428,1441,1045,153,1,31,76,135,32.5,180493,228627
1400000US06037900102,"Census Tract 9001.02, Los Angeles County, California",632,330,214,181,20,0,0,0,13,38,41713,40882
1400000US06037900103,"Census Tract 9001.03, Los Angeles County, California",4437,2306,1677,1332,263,13,11,12,46,40.5,42400,60236
